entity,entity_type,normalized,status
Abnormality of the Renal Tubule,symptom,abnormality of the renal tubule,active
Abnormality of the Renin-aldosterone Axis,symptom,abnormality of the renin-aldosterone axis,active
Abnormality of the Respiratory System,symptom,abnormality of the respiratory system,active
Abnormality of the Retina,symptom,abnormality of the retina,active
Abnormality of the Retinal Vasculature,symptom,abnormality of the retinal vasculature,active
Abnormality of the Rib Cage,symptom,abnormality of the rib cage,active
Abnormality of the Ribs,symptom,abnormality of the ribs,active
Abnormality of the Right Hemidiaphragm,symptom,abnormality of the right hemidiaphragm,active
Abnormality of the Right Ventricle,symptom,abnormality of the right ventricle,active
Abnormality of the Ring Finger,symptom,abnormality of the ring finger,active
Abnormality of the Roof of the Mouth,symptom,abnormality of the roof of the mouth,active
Abnormality of the Round Window,symptom,abnormality of the round window,active
Abnormality of the Sacroiliac Joint,symptom,abnormality of the sacroiliac joint,active
Abnormality of the Sacroiliac Notch,symptom,abnormality of the sacroiliac notch,active
Abnormality of the Sacrum,symptom,abnormality of the sacrum,active
Abnormality of the Salivary Glands,symptom,abnormality of the salivary glands,active
Abnormality of the Scalp,symptom,abnormality of the scalp,active
Abnormality of the Scalp Hair,symptom,abnormality of the scalp hair,active
Abnormality of the Scaphoid,symptom,abnormality of the scaphoid,active
Abnormality of the Sclera,symptom,abnormality of the sclera,active
Abnormality of the Scrotum,symptom,abnormality of the scrotum,active
Abnormality of the Second Metatarsal Bone,symptom,abnormality of the second metatarsal bone,active
Abnormality of the Sella Turcica,symptom,abnormality of the sella turcica,active
Abnormality of the Sense of Smell,symptom,abnormality of the sense of smell,active
Abnormality of the Septum Pellucidum,symptom,abnormality of the septum pellucidum,active
Abnormality of the Shankbone,symptom,abnormality of the shankbone,active
Abnormality of the Shape of Calvarium,symptom,abnormality of the shape of calvarium,active
Abnormality of the Shinbone,symptom,abnormality of the shinbone,active
Abnormality of the Shoulder,symptom,abnormality of the shoulder,active
Abnormality of the Shoulder Blade,symptom,abnormality of the shoulder blade,active
Abnormality of the Shoulder Girdle Musculature,symptom,abnormality of the shoulder girdle musculature,active
Abnormality of the Shoulder Musculature,symptom,abnormality of the shoulder musculature,active
Abnormality of the Sinew,symptom,abnormality of the sinew,active
Abnormality of the Sinuses of the Head,symptom,abnormality of the sinuses of the head,active
Abnormality of the Sixth Cranial Nerve,symptom,abnormality of the sixth cranial nerve,active
Abnormality of the Skeletal System,symptom,abnormality of the skeletal system,active
Abnormality of the Skin,symptom,abnormality of the skin,active
Abnormality of the Skull,symptom,abnormality of the skull,active
Abnormality of the Skull Base,symptom,abnormality of the skull base,active
Abnormality of the Skull Cap,symptom,abnormality of the skull cap,active
Abnormality of the Skull Suture,symptom,abnormality of the skull suture,active
Abnormality of the Skullcap,symptom,abnormality of the skullcap,active
Abnormality of the Small Intestine,symptom,abnormality of the small intestine,active
Abnormality of the Small Joints of the Hand,symptom,abnormality of the small joints of the hand,active
Abnormality of the Soft Palate,symptom,abnormality of the soft palate,active
Abnormality of the Somatic Nervous System,symptom,abnormality of the somatic nervous system,active
Abnormality of the Sphenoid Sinus,symptom,abnormality of the sphenoid sinus,active
Abnormality of the Sphenoidal Sinus,symptom,abnormality of the sphenoidal sinus,active
Abnormality of the Spinal Cord,symptom,abnormality of the spinal cord,active
Abnormality of the Spinal Dura Mater,symptom,abnormality of the spinal dura mater,active
Abnormality of the Spinal Meninges,symptom,abnormality of the spinal meninges,active
Abnormality of the Spine,symptom,abnormality of the spine,active
Abnormality of the Spinocerebellar Tracts,symptom,abnormality of the spinocerebellar tracts,active
Abnormality of the Spleen,symptom,abnormality of the spleen,active
Abnormality of the Sternum,symptom,abnormality of the sternum,active
Abnormality of the Stomach,symptom,abnormality of the stomach,active
Abnormality of the Striate Nucleus,symptom,abnormality of the striate nucleus,active
Abnormality of the Striatum,symptom,abnormality of the striatum,active
Abnormality of the Styloid Process of Ulna,symptom,abnormality of the styloid process of ulna,active
Abnormality of the Subarachnoid Space,symptom,abnormality of the subarachnoid space,active
Abnormality of the Sublingual Glands,symptom,abnormality of the sublingual glands,active
Abnormality of the Submandibular Glands,symptom,abnormality of the submandibular glands,active
Abnormality of the Submandibular Region,symptom,abnormality of the submandibular region,active
Abnormality of the Submaxillary Glands,symptom,abnormality of the submaxillary glands,active
Abnormality of the Substantia Nigra,symptom,abnormality of the substantia nigra,active
Abnormality of the Subungual Region,symptom,abnormality of the subungual region,active
Abnormality of the Superior Cerebellar Peduncle,symptom,abnormality of the superior cerebellar peduncle,active
Abnormality of the Supraorbital Ridges,symptom,abnormality of the supraorbital ridges,active
Abnormality of the Suspensory Ligament of Lens,symptom,abnormality of the suspensory ligament of lens,active
Abnormality of the Sweat Gland,symptom,abnormality of the sweat gland,active
Abnormality of the Systemic Arterial Tree,symptom,abnormality of the systemic arterial tree,active
Abnormality of the Tarsal Bones,symptom,abnormality of the tarsal bones,active
Abnormality of the Telencephalon,symptom,abnormality of the telencephalon,active
Abnormality of the Temporal Bone,symptom,abnormality of the temporal bone,active
Abnormality of the Temporomandibular Joint,symptom,abnormality of the temporomandibular joint,active
Abnormality of the Terminal Phalanx of the Little Finger,symptom,abnormality of the terminal phalanx of the little finger,active
Abnormality of the Testis,symptom,abnormality of the testis,active
Abnormality of the Testis Size,symptom,abnormality of the testis size,active
Abnormality of the Thalamus,symptom,abnormality of the thalamus,active
Abnormality of the Thenar Eminence,symptom,abnormality of the thenar eminence,active
Abnormality of the Thighbone,symptom,abnormality of the thighbone,active
Abnormality of the Third Metatarsal Bone,symptom,abnormality of the third metatarsal bone,active
Abnormality of the Third Ventricle,symptom,abnormality of the third ventricle,active
Abnormality of the Thoracic Cavity,symptom,abnormality of the thoracic cavity,active
Abnormality of the Thoracic Spine,symptom,abnormality of the thoracic spine,active
Abnormality of the Thorax,symptom,abnormality of the thorax,active
Abnormality of the Thumb,symptom,abnormality of the thumb,active
Abnormality of the Thumb Bones,symptom,abnormality of the thumb bones,active
Abnormality of the Thumbs,symptom,abnormality of the thumbs,active
Abnormality of the Thymus,symptom,abnormality of the thymus,active
Abnormality of the Thyroid Gland,symptom,abnormality of the thyroid gland,active
Abnormality of the Tibial Metaphysis,symptom,abnormality of the tibial metaphysis,active
Abnormality of the Tibial Plateaux,symptom,abnormality of the tibial plateaux,active
Abnormality of the Toenail,symptom,abnormality of the toenail,active
Abnormality of the Toenails,symptom,abnormality of the toenails,active
Abnormality of the Tongue,symptom,abnormality of the tongue,active
Abnormality of the Tongue Muscle,symptom,abnormality of the tongue muscle,active
Abnormality of the Tonsils,symptom,abnormality of the tonsils,active
Abnormality of the Trabecular Meshwork,symptom,abnormality of the trabecular meshwork,active
Abnormality of the Trachea,symptom,abnormality of the trachea,active
Abnormality of the Tragus,symptom,abnormality of the tragus,active
Abnormality of the Trapezoid Bone,symptom,abnormality of the trapezoid bone,active
Abnormality of the Tricarboxylic Cycle,symptom,abnormality of the tricarboxylic cycle,active
Abnormality of the Tricuspid Valve,symptom,abnormality of the tricuspid valve,active
Abnormality of the Tubular Bones,symptom,abnormality of the tubular bones,active
Abnormality of the Twelfth Cranial Nerve,symptom,abnormality of the twelfth cranial nerve,active
Abnormality of the Tympanic Membrane,symptom,abnormality of the tympanic membrane,active
Abnormality of the Ulnar Epiphyses,symptom,abnormality of the ulnar epiphyses,active
Abnormality of the Umbilical Cord,symptom,abnormality of the umbilical cord,active
Abnormality of the Upper Arm,symptom,abnormality of the upper arm,active
Abnormality of the Upper Jaw Bone,symptom,abnormality of the upper jaw bone,active
Abnormality of the Upper Jaw Bones,symptom,abnormality of the upper jaw bones,active
Abnormality of the Upper Jaw Sinus,symptom,abnormality of the upper jaw sinus,active
Abnormality of the Upper Limb,symptom,abnormality of the upper limb,active
Abnormality of the Upper Respiratory Tract,symptom,abnormality of the upper respiratory tract,active
Abnormality of the Upper Urinary Tract,symptom,abnormality of the upper urinary tract,active
Abnormality of the Urachus,symptom,abnormality of the urachus,active
Abnormality of the Ureter,symptom,abnormality of the ureter,active
Abnormality of the Ureters,symptom,abnormality of the ureters,active
Abnormality of the Urethra,symptom,abnormality of the urethra,active
Abnormality of the Urinary System,symptom,abnormality of the urinary system,active
Abnormality of the Urinary System Physiology,symptom,abnormality of the urinary system physiology,active
Abnormality of the Uterine Cervix,symptom,abnormality of the uterine cervix,active
Abnormality of the Uterus,symptom,abnormality of the uterus,active
Abnormality of the Uvea,symptom,abnormality of the uvea,active
Abnormality of the Uvula,symptom,abnormality of the uvula,active
Abnormality of the Vasculature,symptom,abnormality of the vasculature,active
Abnormality of the Vasculature of the Conjunctiva,symptom,abnormality of the vasculature of the conjunctiva,active
Abnormality of the Vasculature of the Eye,symptom,abnormality of the vasculature of the eye,active
Abnormality of the Vasculature of the Neck,symptom,abnormality of the vasculature of the neck,active
Abnormality of the Velum,symptom,abnormality of the velum,active
Abnormality of the Velum Palatinum,symptom,abnormality of the velum palatinum,active
Abnormality of the Ventricular Septum,symptom,abnormality of the ventricular septum,active
Abnormality of the Vertebrae,symptom,abnormality of the vertebrae,active
Abnormality of the Vertebral Artery,symptom,abnormality of the vertebral artery,active
Abnormality of the Vertebral Column,symptom,abnormality of the vertebral column,active
Abnormality of the Vertebral Endplates,symptom,abnormality of the vertebral endplates,active
Abnormality of the Vertebral Epiphyses,symptom,abnormality of the vertebral epiphyses,active
Abnormality of the Vertebral Spinous Processes,symptom,abnormality of the vertebral spinous processes,active
Abnormality of the Vestibular Nerve,symptom,abnormality of the vestibular nerve,active
Abnormality of the Vestibular Window,symptom,abnormality of the vestibular window,active
Abnormality of the Vestibulocochlear Nerve,symptom,abnormality of the vestibulocochlear nerve,active
Abnormality of the VIIIth Cranial Nerve,symptom,abnormality of the viiith cranial nerve,active
Abnormality of the Vitamin B12 Metabolism,symptom,abnormality of the vitamin b12 metabolism,active
Abnormality of the Vitamin B3 Metabolism,symptom,abnormality of the vitamin b3 metabolism,active
Abnormality of the Vocal Cords,symptom,abnormality of the vocal cords,active
Abnormality of the Voice,symptom,abnormality of the voice,active
Abnormality of the Wide Portion of a Long Bone,symptom,abnormality of the wide portion of a long bone,active
Abnormality of the Wide Portion of the Hand Bone,symptom,abnormality of the wide portion of the hand bone,active
Abnormality of the Wide Portion of the Long Bone in Upper Arm,symptom,abnormality of the wide portion of the long bone in upper arm,active
Abnormality of the Wide Portion of the Lower-limb Bone,symptom,abnormality of the wide portion of the lower-limb bone,active
Abnormality of the Wide Portion of Upper Limb Bone,symptom,abnormality of the wide portion of upper limb bone,active
Abnormality of the Wing of the Ilium,symptom,abnormality of the wing of the ilium,active
Abnormality of the Wrist,symptom,abnormality of the wrist,active
Abnormality of the Xiphoid Process,symptom,abnormality of the xiphoid process,active
Abnormality of the Zygomatic Arch,symptom,abnormality of the zygomatic arch,active
Abnormality of the Zygomatic Bone,symptom,abnormality of the zygomatic bone,active
Abnormality of Thighbone End Part,symptom,abnormality of thighbone end part,active
Abnormality of Threonine Metabolism,symptom,abnormality of threonine metabolism,active
Abnormality of Thrombocytes,symptom,abnormality of thrombocytes,active
Abnormality of Thumb Epiphyses,symptom,abnormality of thumb epiphyses,active
Abnormality of Thumb Epiphysis,symptom,abnormality of thumb epiphysis,active
Abnormality of Thumb Phalanges,symptom,abnormality of thumb phalanges,active
Abnormality of Thumb Phalanx,symptom,abnormality of thumb phalanx,active
Abnormality of Thyroid Morphology,symptom,abnormality of thyroid morphology,active
Abnormality of Thyroid Physiology,symptom,abnormality of thyroid physiology,active
Abnormality of Tibia Morphology,symptom,abnormality of tibia morphology,active
Abnormality of Tibial Epiphyses,symptom,abnormality of tibial epiphyses,active
Abnormality of Tip of Nose,symptom,abnormality of tip of nose,active
Abnormality of Toe,symptom,abnormality of toe,active
Abnormality of Toe Proximal Phalanx,symptom,abnormality of toe proximal phalanx,active
Abnormality of Tooth Color,symptom,abnormality of tooth color,active
Abnormality of Tooth Colour,symptom,abnormality of tooth colour,active
Abnormality of Tooth Eruption,symptom,abnormality of tooth eruption,active
Abnormality of Tooth Hard Tissue,symptom,abnormality of tooth hard tissue,active
Abnormality of Tooth Part,symptom,abnormality of tooth part,active
Abnormality of Tooth Pulp,symptom,abnormality of tooth pulp,active
Abnormality of Tooth Root,symptom,abnormality of tooth root,active
Abnormality of Tooth Shade,symptom,abnormality of tooth shade,active
Abnormality of Tooth Structure,symptom,abnormality of tooth structure,active
Abnormality of Transition Element Cation Homeostasis,symptom,abnormality of transition element cation homeostasis,active
Abnormality of Tryptophan Metabolism,symptom,abnormality of tryptophan metabolism,active
Abnormality of Tumor Necrosis Factor Secretion,symptom,abnormality of tumor necrosis factor secretion,active
Abnormality of Tumour Necrosis Factor Secretion,symptom,abnormality of tumour necrosis factor secretion,active
Abnormality of Ulnar Metaphysis,symptom,abnormality of ulnar metaphysis,active
Abnormality of Umbilical Vein Blood Flow,symptom,abnormality of umbilical vein blood flow,active
Abnormality of Upper Eyelashes,symptom,abnormality of upper eyelashes,active
Abnormality of Upper Limb Bone,symptom,abnormality of upper limb bone,active
Abnormality of Upper Limb Epiphysis Morphology,symptom,abnormality of upper limb epiphysis morphology,active
Abnormality of Upper Limb Joint,symptom,abnormality of upper limb joint,active
Abnormality of Upper Limb Metaphysis,symptom,abnormality of upper limb metaphysis,active
Abnormality of Upper Lip,symptom,abnormality of upper lip,active
Abnormality of Upper Lip Vermillion,symptom,abnormality of upper lip vermillion,active
Abnormality of Urinary Uric Acid Level,symptom,abnormality of urinary uric acid level,active
Abnormality of Urine Alpha Ketoglutarate Concentration,symptom,abnormality of urine alpha ketoglutarate concentration,active
Abnormality of Urine Bicarbonate Level,symptom,abnormality of urine bicarbonate level,active
Abnormality of Urine Ca Concentration,symptom,abnormality of urine ca concentration,active
Abnormality of Urine Ca2+ Concentration,symptom,abnormality of urine ca2+ concentration,active
Abnormality of Urine Calcium Concentration,symptom,abnormality of urine calcium concentration,active
Abnormality of Urine Catecholamine Level,symptom,abnormality of urine catecholamine level,active
Abnormality of Urine HCO3 Concentration,symptom,abnormality of urine hco3 concentration,active
Abnormality of Urine Homeostasis,symptom,abnormality of urine homeostasis,active
Abnormality of Urine Hormone Level,symptom,abnormality of urine hormone level,active
Abnormality of Uvular Muscle,symptom,abnormality of uvular muscle,active
Abnormality of Vaginal Lips,symptom,abnormality of vaginal lips,active
Abnormality of Valine Metabolism,symptom,abnormality of valine metabolism,active
Abnormality of Vasculature of Head,symptom,abnormality of vasculature of head,active
Abnormality of Venous Physiology,symptom,abnormality of venous physiology,active
Abnormality of Vertebral Epiphysis Morphology,symptom,abnormality of vertebral epiphysis morphology,active
Abnormality of Vision,symptom,abnormality of vision,active
Abnormality of Visual Evoked Potentials,symptom,abnormality of visual evoked potentials,active
Abnormality of Visual Tracking,symptom,abnormality of visual tracking,active
Abnormality of Vitamin B Metabolism,symptom,abnormality of vitamin b metabolism,active
Abnormality of Vitamin B12 Metabolism,symptom,abnormality of vitamin b12 metabolism,active
Abnormality of Vitamin C Metabolism,symptom,abnormality of vitamin c metabolism,active
Abnormality of Vitamin D Metabolism,symptom,abnormality of vitamin d metabolism,active
Abnormality of Vitamin K Metabolism,symptom,abnormality of vitamin k metabolism,active
Abnormality of Vitamin Metabolism,symptom,abnormality of vitamin metabolism,active
Abnormality of Vomer,symptom,abnormality of vomer,active
Abnormality of Vomer Bone,symptom,abnormality of vomer bone,active
Abnormality of Von Willebrand Factor,symptom,abnormality of von willebrand factor,active
Abnormality of Wide Portion of Outermost Thighbone,symptom,abnormality of wide portion of outermost thighbone,active
Abnormality of Z-joint,symptom,abnormality of z-joint,active
Abnormality of Zinc Homeostasis,symptom,abnormality of zinc homeostasis,active
Abnormality of Zinn's Membrane,symptom,abnormality of zinn's membrane,active
Abnormality of Zygapophyseal Joint,symptom,abnormality of zygapophyseal joint,active
Abnormality of Zygapophysial Joint,symptom,abnormality of zygapophysial joint,active
Abnormality of Zygomaticus Major Muscle,symptom,abnormality of zygomaticus major muscle,active
Abnormality of Zygomaticus Minor Muscle,symptom,abnormality of zygomaticus minor muscle,active
Abnormality On Pulmonary Function Testing,symptom,abnormality on pulmonary function testing,active
Abnormality Thigh Musculature Morphology,symptom,abnormality thigh musculature morphology,active
Abnormality Waking Up,symptom,abnormality waking up,active
AbnormalLDH Level,symptom,abnormalldh level,active
Abnormally Broad Great Toes,symptom,abnormally broad great toes,active
Abnormally Close Eyes,symptom,abnormally close eyes,active
Abnormally Closed or Absent Vagina,symptom,abnormally closed or absent vagina,active
Abnormally Folded Helix,symptom,abnormally folded helix,active
Abnormally Heavy Bleeding During Menstruation,symptom,abnormally heavy bleeding during menstruation,active
Abnormally Heavy Periods,symptom,abnormally heavy periods,active
Abnormally High Serum-ascites Albumin Gradient (SAAG),symptom,abnormally high serum-ascites albumin gradient (saag),active
Abnormally High-pitched Voice,symptom,abnormally high-pitched voice,active
Abnormally Increased Energy,symptom,abnormally increased energy,active
Abnormally Increased Motivation,symptom,abnormally increased motivation,active
Abnormally Increased Personal Volitional State,symptom,abnormally increased personal volitional state,active
Abnormally Increased Volition,symptom,abnormally increased volition,active
Abnormally Indented Hip Sockets,symptom,abnormally indented hip sockets,active
Abnormally Large Globe,symptom,abnormally large globe,active
Abnormally Large Tongue,symptom,abnormally large tongue,active
Abnormally Lax or Hyperextensible Skin,symptom,abnormally lax or hyperextensible skin,active
Abnormally Loose or Hyperelastic Skin,symptom,abnormally loose or hyperelastic skin,active
Abnormally Loose or Stretchable Skin,symptom,abnormally loose or stretchable skin,active
Abnormally Loud Pulmonic Component of the Second Heart Sound,symptom,abnormally loud pulmonic component of the second heart sound,active
Abnormally Low Body Temperature,symptom,abnormally low body temperature,active
Abnormally Low T Cell Receptor Excision Circle Level,symptom,abnormally low t cell receptor excision circle level,active
Abnormally Low-pitched Voice,symptom,abnormally low-pitched voice,active
Abnormally Ossified Vertebrae,symptom,abnormally ossified vertebrae,active
Abnormally Placed Eyebrows,symptom,abnormally placed eyebrows,active
Abnormally Prominent Line of Schwalbe,symptom,abnormally prominent line of schwalbe,active
Abnormally Rapid Thought Process,symptom,abnormally rapid thought process,active
Abnormally Rapid Thought Processes,symptom,abnormally rapid thought processes,active
Abnormally Shaped Carpal Bones,symptom,abnormally shaped carpal bones,active
Abnormally Shaped Ears,symptom,abnormally shaped ears,active
Abnormally Shaped Erythrocytes,symptom,abnormally shaped erythrocytes,active
Abnormally Shaped Eye,symptom,abnormally shaped eye,active
Abnormally Shaped Germ Cell,symptom,abnormally shaped germ cell,active
Abnormally Shaped Heart,symptom,abnormally shaped heart,active
Abnormally Shaped Kidney,symptom,abnormally shaped kidney,active
Abnormally Shaped Lung,symptom,abnormally shaped lung,active
Abnormally Shaped Muscle,symptom,abnormally shaped muscle,active
Abnormally Shaped Pancreas,symptom,abnormally shaped pancreas,active
Abnormally Shaped Reproductive Cell,symptom,abnormally shaped reproductive cell,active
Abnormally Shaped Skeletal,symptom,abnormally shaped skeletal,active
Abnormally Shaped Teeth,symptom,abnormally shaped teeth,active
Abnormally Shaped Vertebrae,symptom,abnormally shaped vertebrae,active
Abnormally Shaped Wrist Bones,symptom,abnormally shaped wrist bones,active
Abnormally Slow Thought Process,symptom,abnormally slow thought process,active
Abnormally Slow Thought Processes,symptom,abnormally slow thought processes,active
Abnormally Small Cranium,symptom,abnormally small cranium,active
Abnormally Small Eyeball,symptom,abnormally small eyeball,active
Abnormally Small Eyeball On Both Sides,symptom,abnormally small eyeball on both sides,active
Abnormally Small Eyeball On One Side,symptom,abnormally small eyeball on one side,active
Abnormally Small Eyelid,symptom,abnormally small eyelid,active
Abnormally Small Frontal Sinus,symptom,abnormally small frontal sinus,active
Abnormally Small Globe of Eye,symptom,abnormally small globe of eye,active
Abnormally Small Parotid Gland,symptom,abnormally small parotid gland,active
Abnormally Small Skull,symptom,abnormally small skull,active
Abnormally Small Tongue,symptom,abnormally small tongue,active
Abnormally Straight Spine,symptom,abnormally straight spine,active
ABO Blood Group,symptom,abo blood group,active
Abolished Electroretinogram,symptom,abolished electroretinogram,active
Abolished Vibration Sense,symptom,abolished vibration sense,active
Aborted Sudden Cardiac Death,symptom,aborted sudden cardiac death,active
Aboulia,symptom,aboulia,active
Abouphalia,symptom,abouphalia,active
Abruptio Placentae,symptom,abruptio placentae,active
Abscess,symptom,abscess,active
Abscess of the Labia,symptom,abscess of the labia,active
Absence of Acoustic Middle Ear Muscle Reflexes,symptom,absence of acoustic middle ear muscle reflexes,active
Absence of Acoustic Reflex,symptom,absence of acoustic reflex,active
Absence of Adult Teeth,symptom,absence of adult teeth,active
Absence of Alpha Granules,symptom,absence of alpha granules,active
Absence of Bactericidal Oxidative Respiratory Burst in Phagocytes,symptom,absence of bactericidal oxidative respiratory burst in phagocytes,active
Absence of Both Posterior Communicating Arteries,symptom,absence of both posterior communicating arteries,active
Absence of CD8+ T Cells,symptom,absence of cd8+ t cells,active
Absence of CD8-positive T Cells,symptom,absence of cd8-positive t cells,active
Absence of Circulating Granulocytes,symptom,absence of circulating granulocytes,active
Absence of Corpus Callosum,symptom,absence of corpus callosum,active
Absence of Delayed Hypersensitivity Skin Test,symptom,absence of delayed hypersensitivity skin test,active
Absence of Epidermal Lamellar Bodies,symptom,absence of epidermal lamellar bodies,active
Absence of Eyeballs,symptom,absence of eyeballs,active
Absence of Eyebrow,symptom,absence of eyebrow,active
Absence of Facial Bones,symptom,absence of facial bones,active
Absence of Fetal Nasal Bone,symptom,absence of fetal nasal bone,active
Absence of Foetal Nasal Bone,symptom,absence of foetal nasal bone,active
Absence of Frontal Sinuses,symptom,absence of frontal sinuses,active
Absence of Ganglioside GM3,symptom,absence of ganglioside gm3,active
Absence of Globes of Eyes,symptom,absence of globes of eyes,active
Absence of GnRH Pulsatility,symptom,absence of gnrh pulsatility,active
Absence of Intermediate Von Willebrand Factor Multimers,symptom,absence of intermediate von willebrand factor multimers,active
Absence of Intrinsic Factor,symptom,absence of intrinsic factor,active
Absence of Labia Majora,symptom,absence of labia majora,active
Absence of Large Von Willebrand Factor Multimers,symptom,absence of large von willebrand factor multimers,active
Absence of Lower Jaw,symptom,absence of lower jaw,active
Absence of Lower Jaw Bone,symptom,absence of lower jaw bone,active
Absence of Lutheran Antigen On Erythrocytes,symptom,absence of lutheran antigen on erythrocytes,active
Absence of Lymph Node Germinal Center,symptom,absence of lymph node germinal center,active
Absence of Lymph Node Germinal Centre,symptom,absence of lymph node germinal centre,active
Absence of Mandible,symptom,absence of mandible,active
Absence of Mature B Cells,symptom,absence of mature b cells,active
Absence of Overlap of Anterior Upper and Lower Teeth,symptom,absence of overlap of anterior upper and lower teeth,active
Absence of Overlap of Upper and Lower Teeth,symptom,absence of overlap of upper and lower teeth,active
Absence of P Wave On Electrocardiography,symptom,absence of p wave on electrocardiography,active
Absence of Pain Sensation,symptom,absence of pain sensation,active
Absence of Palpable Testicules,symptom,absence of palpable testicules,active
Absence of Paranasal Sinuses,symptom,absence of paranasal sinuses,active
Absence of Parotid Duct,symptom,absence of parotid duct,active
Absence of Part of Skin At Birth,symptom,absence of part of skin at birth,active
Absence of Pectoralis Minor Muscle,symptom,absence of pectoralis minor muscle,active
Absence of Permanent Teeth,symptom,absence of permanent teeth,active
Absence of Peroxisomes,symptom,absence of peroxisomes,active
Absence of Pubertal Development,symptom,absence of pubertal development,active
Absence of Radius and Ulna,symptom,absence of radius and ulna,active
Absence of Renal Corticomedullary Differentiation,symptom,absence of renal corticomedullary differentiation,active
Absence of Sacrum Ossification,symptom,absence of sacrum ossification,active
Absence of Sebaceous Glands,symptom,absence of sebaceous glands,active
Absence of Secondary Dentition,symptom,absence of secondary dentition,active
Absence of Secondary Sex Characteristics,symptom,absence of secondary sex characteristics,active
Absence of Septum Pellucidum,symptom,absence of septum pellucidum,active
Absence of Skin Creases Over Distal Interphalangeal Joints,symptom,absence of skin creases over distal interphalangeal joints,active
Absence of Some of the Sacral and Coccygeal Bones,symptom,absence of some of the sacral and coccygeal bones,active
Absence of Spontaneous Respiration,symptom,absence of spontaneous respiration,active
Absence of Stensen Duct,symptom,absence of stensen duct,active
Absence of Stomach Bubble On Fetal Sonography,symptom,absence of stomach bubble on fetal sonography,active
Absence of Stomach Bubble On Foetal Sonography,symptom,absence of stomach bubble on foetal sonography,active
Absence of Subcutaneous Fat,symptom,absence of subcutaneous fat,active
Absence of Tears in the Eyes,symptom,absence of tears in the eyes,active
Absence of the Colon,symptom,absence of the colon,active
Absence of the Intermaxillary Bone,symptom,absence of the intermaxillary bone,active
Absence of the Maxilla,symptom,absence of the maxilla,active
Absence of the Outermost Bone of the Thumb,symptom,absence of the outermost bone of the thumb,active
Absence of the Palmar Creases,symptom,absence of the palmar creases,active
Absence of the Premaxilla,symptom,absence of the premaxilla,active
Absence of the Primary Palate Bone,symptom,absence of the primary palate bone,active
Absence of the Pulmonary Valve,symptom,absence of the pulmonary valve,active
Absence of the Reflex of the Tensor Tympani Muscle,symptom,absence of the reflex of the tensor tympani muscle,active
Absence of the Sacrum,symptom,absence of the sacrum,active
Absence of the Septum Pellucidum,symptom,absence of the septum pellucidum,active
Absence of the Third Cerebral Ventricle,symptom,absence of the third cerebral ventricle,active
Absence of Tongue,symptom,absence of tongue,active
Absence of Tooth Root,symptom,absence of tooth root,active
Absence of Upper Jaw Bones,symptom,absence of upper jaw bones,active
Absence of Visual Evoked Potentials,symptom,absence of visual evoked potentials,active
Absence or Narrowing of First Part of Small Bowel,symptom,absence or narrowing of first part of small bowel,active
Absence or Underdevelopment of the Radius Bone of the Arm,symptom,absence or underdevelopment of the radius bone of the arm,active
Absence Seizure,symptom,absence seizure,active
Absence Seizure with Eyelid Myoclonia,symptom,absence seizure with eyelid myoclonia,active
Absence Seizures,symptom,absence seizures,active
Absence Seizures with Eyelid Myoclonia,symptom,absence seizures with eyelid myoclonia,active
Absence Status Epilepticus,symptom,absence status epilepticus,active
Absence/underdevelopment of Inner Forearm Bone,symptom,absence/underdevelopment of inner forearm bone,active
Absent 1st Long Bone of Foot,symptom,absent 1st long bone of foot,active
Absent 1st Long Bone of Hand,symptom,absent 1st long bone of hand,active
Absent 1st Metatarsal,symptom,absent 1st metatarsal,active
Absent 2nd Long Bone of Hand,symptom,absent 2nd long bone of hand,active
Absent 2nd Toe Bones,symptom,absent 2nd toe bones,active
Absent 3rd Long Bone of Hand,symptom,absent 3rd long bone of hand,active
Absent 4th Long Bone of Hand,symptom,absent 4th long bone of hand,active
Absent 5th Long Bone of Foot,symptom,absent 5th long bone of foot,active
Absent 5th Long Bone of Hand,symptom,absent 5th long bone of hand,active
Absent 5th Metacarpal,symptom,absent 5th metacarpal,active
Absent 5th Metatarsals,symptom,absent 5th metatarsals,active
Absent Abdominal Musculature,symptom,absent abdominal musculature,active
Absent Abdominal Reflex,symptom,absent abdominal reflex,active
Absent Achilles Reflex,symptom,absent achilles reflex,active
Absent Adolescent Growth Spurt,symptom,absent adolescent growth spurt,active
Absent Ankle Bone,symptom,absent ankle bone,active
Absent Ankle Pulse,symptom,absent ankle pulse,active
Absent Ankle Reflexes,symptom,absent ankle reflexes,active
Absent Anterior Chamber of the Eye,symptom,absent anterior chamber of the eye,active
Absent Antihelix,symptom,absent antihelix,active
Absent Antitragus,symptom,absent antitragus,active
Absent Anus,symptom,absent anus,active
Absent Aortic Valve,symptom,absent aortic valve,active
Absent Aortic Valve Cusps,symptom,absent aortic valve cusps,active
Absent Atrioventricular Node,symptom,absent atrioventricular node,active
Absent Auditory Canals,symptom,absent auditory canals,active
Absent Axillary Hair,symptom,absent axillary hair,active
Absent Axon Flare Response After Intradermal Histamine Injection,symptom,absent axon flare response after intradermal histamine injection,active
Absent Bell Phenomenon,symptom,absent bell phenomenon,active
Absent Biceps,symptom,absent biceps,active
Absent Big Toe,symptom,absent big toe,active
