symptom_key,aliases,display_name,category,tip_1,tip_2,tip_3,tip_4,when_to_seek_care,resource_label,resource_url,active
b6_brownout_candle_evening_shoulder_reach_shelf,b6 shoulder reach shelf brownout candle evening|brownout candle evening shoulder ache high shelf|shoulder_reach_shelf @brownout_candle_evening|Shoulder ache high shelf during brownout candle evening,Shoulder ache high shelf (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b6_brownout_candle_evening_upper_arm_carry_pail,b6 upper arm carry pail brownout candle evening|brownout candle evening upper arm ache carry pail|upper_arm_carry_pail @brownout_candle_evening|Upper arm ache carry pail during brownout candle evening,Upper arm ache carry pail (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",FDA Philippines,https://www.fda.gov.ph/,1
b6_brownout_candle_evening_elbow_phone_bend,b6 elbow phone bend brownout candle evening|brownout candle evening elbow ache bent phone pose|elbow_phone_bend @brownout_candle_evening|Elbow ache bent phone pose during brownout candle evening,Elbow ache bent phone pose (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_forearm_scrub_day,b6 forearm scrub day brownout candle evening|brownout candle evening forearm ache scrubbing|forearm_scrub_day @brownout_candle_evening|Forearm ache scrubbing during brownout candle evening,Forearm ache scrubbing (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
b6_brownout_candle_evening_wrist_scanner_beep,b6 wrist scanner beep brownout candle evening|brownout candle evening wrist ache scanner work|wrist_scanner_beep @brownout_candle_evening|Wrist ache scanner work during brownout candle evening,Wrist ache scanner work (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b6_brownout_candle_evening_palm_tool_callus_sore,b6 palm tool callus sore brownout candle evening|brownout candle evening palm sore over callus|palm_tool_callus_sore @brownout_candle_evening|Palm sore over callus during brownout candle evening,Palm sore over callus (brownout candle evening),skin,Keep clean and dry; avoid scratching open skin.,During brownout candle evening: fragrance-free moisturizer or cool compress for mild itch.,Breathable fabrics; change out of damp clothes.,"Do not apply butter, toothpaste, or harsh folk pastes.","Seek care for rapidly spreading redness, blistering, fever, facial swelling, or breathing trouble.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b6_brownout_candle_evening_finger_pinch_mild,b6 finger pinch mild brownout candle evening|brownout candle evening mild finger pinch|finger_pinch_mild @brownout_candle_evening|Mild finger pinch during brownout candle evening,Mild finger pinch (brownout candle evening),first_aid,Wash with clean water and mild soap; pat dry.,During brownout candle evening: clean bandage; change when wet or dirty.,Cool pack wrapped in cloth for mild bruises.,Ask about tetanus status for dirty wounds.,"Seek care for uncontrolled bleeding, deep wounds, animal bites, numbness, or infection signs.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b6_brownout_candle_evening_thumb_jar_open,b6 thumb jar open brownout candle evening|brownout candle evening thumb strain opening jars|thumb_jar_open @brownout_candle_evening|Thumb strain opening jars during brownout candle evening,Thumb strain opening jars (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",National Nutrition Council (NNC),https://nnc.gov.ph/,1
b6_brownout_candle_evening_chest_wall_sneeze,b6 chest wall sneeze brownout candle evening|brownout candle evening chest wall sore after sneeze|chest_wall_sneeze @brownout_candle_evening|Chest wall sore after sneeze during brownout candle evening,Chest wall sore after sneeze (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
b6_brownout_candle_evening_rib_side_twist,b6 rib side twist brownout candle evening|brownout candle evening rib-side sore after twist|rib_side_twist @brownout_candle_evening|Rib-side sore after twist during brownout candle evening,Rib-side sore after twist (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b6_brownout_candle_evening_solar_plexus_winded,b6 solar plexus winded brownout candle evening|brownout candle evening winded after bump mild|solar_plexus_winded @brownout_candle_evening|Winded after bump mild during brownout candle evening,Winded after bump mild (brownout candle evening),first_aid,Wash with clean water and mild soap; pat dry.,During brownout candle evening: clean bandage; change when wet or dirty.,Cool pack wrapped in cloth for mild bruises.,Ask about tetanus status for dirty wounds.,"Seek care for uncontrolled bleeding, deep wounds, animal bites, numbness, or infection signs.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b6_brownout_candle_evening_upper_abs_laugh,b6 upper abs laugh brownout candle evening|brownout candle evening upper abs sore after laughing|upper_abs_laugh @brownout_candle_evening|Upper abs sore after laughing during brownout candle evening,Upper abs sore after laughing (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",National Cancer Institute,https://www.cancer.gov/,1
b6_brownout_candle_evening_side_stitch_hurry,b6 side stitch hurry brownout candle evening|brownout candle evening side stitch from hurrying|side_stitch_hurry @brownout_candle_evening|Side stitch from hurrying during brownout candle evening,Side stitch from hurrying (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",National Cancer Institute,https://www.cancer.gov/,1
b6_brownout_candle_evening_low_back_bend_sweep,b6 low back bend sweep brownout candle evening|brownout candle evening low back after sweeping|low_back_bend_sweep @brownout_candle_evening|Low back after sweeping during brownout candle evening,Low back after sweeping (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b6_brownout_candle_evening_si_pocket_wallet,b6 si pocket wallet brownout candle evening|brownout candle evening si ache wallet pocket|si_pocket_wallet @brownout_candle_evening|SI ache wallet pocket during brownout candle evening,SI ache wallet pocket (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b6_brownout_candle_evening_hip_hike_uneven,b6 hip hike uneven brownout candle evening|brownout candle evening hip ache uneven walk|hip_hike_uneven @brownout_candle_evening|Hip ache uneven walk during brownout candle evening,Hip ache uneven walk (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b6_brownout_candle_evening_groin_step_up,b6 groin step up brownout candle evening|brownout candle evening groin tug stepping up|groin_step_up @brownout_candle_evening|Groin tug stepping up during brownout candle evening,Groin tug stepping up (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b6_brownout_candle_evening_quad_downhill,b6 quad downhill brownout candle evening|brownout candle evening quad ache downhill|quad_downhill @brownout_candle_evening|Quad ache downhill during brownout candle evening,Quad ache downhill (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b6_brownout_candle_evening_ham_sit_long_rise,b6 ham sit long rise brownout candle evening|brownout candle evening hamstring tight after long sit|ham_sit_long_rise @brownout_candle_evening|Hamstring tight after long sit during brownout candle evening,Hamstring tight after long sit (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
b6_brownout_candle_evening_knee_squat_clean,b6 knee squat clean brownout candle evening|brownout candle evening knee ache repeated squats|knee_squat_clean @brownout_candle_evening|Knee ache repeated squats during brownout candle evening,Knee ache repeated squats (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",National Cancer Institute,https://www.cancer.gov/,1
b6_brownout_candle_evening_patella_kneel_tile,b6 patella kneel tile brownout candle evening|brownout candle evening kneecap ache tile kneel|patella_kneel_tile @brownout_candle_evening|Kneecap ache tile kneel during brownout candle evening,Kneecap ache tile kneel (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Philippine Pediatric Society (PPS),https://pps.org.ph/,1
b6_brownout_candle_evening_shin_rack_bump,b6 shin rack bump brownout candle evening|brownout candle evening shin bump metal rack|shin_rack_bump @brownout_candle_evening|Shin bump metal rack during brownout candle evening,Shin bump metal rack (brownout candle evening),first_aid,Wash with clean water and mild soap; pat dry.,During brownout candle evening: clean bandage; change when wet or dirty.,Cool pack wrapped in cloth for mild bruises.,Ask about tetanus status for dirty wounds.,"Seek care for uncontrolled bleeding, deep wounds, animal bites, numbness, or infection signs.",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
b6_brownout_candle_evening_calf_tip_toe,b6 calf tip toe brownout candle evening|brownout candle evening calf ache tip-toe reach|calf_tip_toe @brownout_candle_evening|Calf ache tip-toe reach during brownout candle evening,Calf ache tip-toe reach (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_achilles_ladder,b6 achilles ladder brownout candle evening|brownout candle evening achilles sore ladder use|achilles_ladder @brownout_candle_evening|Achilles sore ladder use during brownout candle evening,Achilles sore ladder use (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b6_brownout_candle_evening_heel_brake_pedal,b6 heel brake pedal brownout candle evening|brownout candle evening heel ache pedal work|heel_brake_pedal @brownout_candle_evening|Heel ache pedal work during brownout candle evening,Heel ache pedal work (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",Mayo Clinic: Diseases & Conditions,https://www.mayoclinic.org/diseases-conditions,1
b6_brownout_candle_evening_arch_ladder_rung,b6 arch ladder rung brownout candle evening|brownout candle evening arch ache ladder rungs|arch_ladder_rung @brownout_candle_evening|Arch ache ladder rungs during brownout candle evening,Arch ache ladder rungs (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b6_brownout_candle_evening_toe_stub_furniture,b6 toe stub furniture brownout candle evening|brownout candle evening stubbed toe furniture|toe_stub_furniture @brownout_candle_evening|Stubbed toe furniture during brownout candle evening,Stubbed toe furniture (brownout candle evening),first_aid,Wash with clean water and mild soap; pat dry.,During brownout candle evening: clean bandage; change when wet or dirty.,Cool pack wrapped in cloth for mild bruises.,Ask about tetanus status for dirty wounds.,"Seek care for uncontrolled bleeding, deep wounds, animal bites, numbness, or infection signs.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b6_brownout_candle_evening_blister_boot_breakin,b6 blister boot breakin brownout candle evening|brownout candle evening blister boot break-in|blister_boot_breakin @brownout_candle_evening|Blister boot break-in during brownout candle evening,Blister boot break-in (brownout candle evening),first_aid,Wash with clean water and mild soap; pat dry.,During brownout candle evening: clean bandage; change when wet or dirty.,Cool pack wrapped in cloth for mild bruises.,Ask about tetanus status for dirty wounds.,"Seek care for uncontrolled bleeding, deep wounds, animal bites, numbness, or infection signs.",National Cancer Institute,https://www.cancer.gov/,1
b6_brownout_candle_evening_ankle_roll_mild_catch,b6 ankle roll mild catch brownout candle evening|brownout candle evening mild ankle roll catch|ankle_roll_mild_catch @brownout_candle_evening|Mild ankle roll catch during brownout candle evening,Mild ankle roll catch (brownout candle evening),musculoskeletal,Ease off the aggravating move; keep gentle mobility.,During brownout candle evening: cool or warm pack 10–15 minutes as comfort allows.,Mind posture and footwear; avoid heavy twisting lifts today.,Stop if pain turns sharp with numbness or giving-way.,"Seek care for deformity, inability to bear weight, numbness with weakness, fever, or trauma.",FDA Philippines,https://www.fda.gov.ph/,1
b6_brownout_candle_evening_eye_grit_sawdust,b6 eye grit sawdust brownout candle evening|brownout candle evening gritty eye sawdust feel|eye_grit_sawdust @brownout_candle_evening|Gritty eye sawdust feel during brownout candle evening,Gritty eye sawdust feel (brownout candle evening),eye,Do not rub; lubricating drops if suitable for you.,During brownout candle evening: use 20-20-20 breaks and blink often.,Cut glare; match brightness to the room.,Remove contacts if worn and eyes feel irritated.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b6_brownout_candle_evening_eye_water_onion,b6 eye water onion brownout candle evening|brownout candle evening watery eyes onion prep|eye_water_onion @brownout_candle_evening|Watery eyes onion prep during brownout candle evening,Watery eyes onion prep (brownout candle evening),eye,Do not rub; lubricating drops if suitable for you.,During brownout candle evening: use 20-20-20 breaks and blink often.,Cut glare; match brightness to the room.,Remove contacts if worn and eyes feel irritated.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_eye_strain_night_drive,b6 eye strain night drive brownout candle evening|brownout candle evening eye strain night driving|eye_strain_night_drive @brownout_candle_evening|Eye strain night driving during brownout candle evening,Eye strain night driving (brownout candle evening),eye,Do not rub; lubricating drops if suitable for you.,During brownout candle evening: use 20-20-20 breaks and blink often.,Cut glare; match brightness to the room.,Remove contacts if worn and eyes feel irritated.,"Seek care for sudden vision loss, severe pain, chemical exposure, light sensitivity with trauma, or injury.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b6_brownout_candle_evening_ear_full_altitude_road,b6 ear full altitude road brownout candle evening|brownout candle evening ear fullness mountain road|ear_full_altitude_road @brownout_candle_evening|Ear fullness mountain road during brownout candle evening,Ear fullness mountain road (brownout candle evening),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During brownout candle evening: saline spray or rinse may ease dryness or congestion.,Do not insert objects deep in ears or nose.,Elevate the head slightly for sleep if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",NHS: Conditions A–Z,https://www.nhs.uk/conditions/,1
b6_brownout_candle_evening_ear_sore_headset_long,b6 ear sore headset long brownout candle evening|brownout candle evening ear sore long headset|ear_sore_headset_long @brownout_candle_evening|Ear sore long headset during brownout candle evening,Ear sore long headset (brownout candle evening),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During brownout candle evening: saline spray or rinse may ease dryness or congestion.,Do not insert objects deep in ears or nose.,Elevate the head slightly for sleep if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",WHO: Health topics,https://www.who.int/health-topics,1
b6_brownout_candle_evening_nose_bleed_dry_ac,b6 nose bleed dry ac brownout candle evening|brownout candle evening nosebleed dry ac|nose_bleed_dry_ac @brownout_candle_evening|Nosebleed dry AC during brownout candle evening,Nosebleed dry AC (brownout candle evening),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During brownout candle evening: saline spray or rinse may ease dryness or congestion.,Do not insert objects deep in ears or nose.,Elevate the head slightly for sleep if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",DOH Philippines,https://doh.gov.ph/,1
b6_brownout_candle_evening_nose_itch_pollen_walk,b6 nose itch pollen walk brownout candle evening|brownout candle evening nose itch pollen walk|nose_itch_pollen_walk @brownout_candle_evening|Nose itch pollen walk during brownout candle evening,Nose itch pollen walk (brownout candle evening),allergy,Step away from the trigger; rinse face and hands if exposed.,During brownout candle evening: saline rinse or cool compress may ease mild symptoms.,Ask about a non-sedating antihistamine if appropriate for you.,Use your emergency plan if you have severe allergy history.,"Seek urgent care for wheezing, facial/lip swelling, fainting, or known severe allergy reaction.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_sneeze_pepper_burst,b6 sneeze pepper burst brownout candle evening|brownout candle evening pepper sneeze burst|sneeze_pepper_burst @brownout_candle_evening|Pepper sneeze burst during brownout candle evening,Pepper sneeze burst (brownout candle evening),allergy,Step away from the trigger; rinse face and hands if exposed.,During brownout candle evening: saline rinse or cool compress may ease mild symptoms.,Ask about a non-sedating antihistamine if appropriate for you.,Use your emergency plan if you have severe allergy history.,"Seek urgent care for wheezing, facial/lip swelling, fainting, or known severe allergy reaction.",American Academy of Family Physicians (AAFP),https://www.aafp.org/,1
b6_brownout_candle_evening_wheeze_frying_smoke,b6 wheeze frying smoke brownout candle evening|brownout candle evening mild wheeze frying smoke|wheeze_frying_smoke @brownout_candle_evening|Mild wheeze frying smoke during brownout candle evening,Mild wheeze frying smoke (brownout candle evening),respiratory,Sit upright; move to cleaner air away from smoke or dust.,During brownout candle evening: sip fluids; honey may help adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity; skip leftover antibiotics for typical viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b6_brownout_candle_evening_cough_chalk_dust,b6 cough chalk dust brownout candle evening|brownout candle evening cough chalk dust|cough_chalk_dust @brownout_candle_evening|Cough chalk dust during brownout candle evening,Cough chalk dust (brownout candle evening),respiratory,Sit upright; move to cleaner air away from smoke or dust.,During brownout candle evening: sip fluids; honey may help adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity; skip leftover antibiotics for typical viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b6_brownout_candle_evening_breath_short_stairs_box,b6 breath short stairs box brownout candle evening|brownout candle evening short breath stairs with box|breath_short_stairs_box @brownout_candle_evening|Short breath stairs with box during brownout candle evening,Short breath stairs with box (brownout candle evening),respiratory,Sit upright; move to cleaner air away from smoke or dust.,During brownout candle evening: sip fluids; honey may help adults/older children (not under 1 year).,Use prescribed inhalers exactly as directed if you have them.,Pace activity; skip leftover antibiotics for typical viral colds.,"Seek care for breathing difficulty, chest pain, blue lips, high fever, or coughing blood.",NIH: Health Information,https://www.nih.gov/health-information,1
b6_brownout_candle_evening_voice_lost_outdoor,b6 voice lost outdoor brownout candle evening|brownout candle evening near-lost voice outdoors|voice_lost_outdoor @brownout_candle_evening|Near-lost voice outdoors during brownout candle evening,Near-lost voice outdoors (brownout candle evening),ent,Sip warm caffeine-free fluids; rest your voice if hoarse.,During brownout candle evening: saline spray or rinse may ease dryness or congestion.,Do not insert objects deep in ears or nose.,Elevate the head slightly for sleep if pressure worsens lying flat.,"Seek care for severe pain, discharge, hearing loss, high fever, or breathing/swallowing trouble.",FDA US: Consumer Updates,https://www.fda.gov/consumers/consumer-updates,1
b6_brownout_candle_evening_reflux_fried_feast,b6 reflux fried feast brownout candle evening|brownout candle evening reflux after fried feast|reflux_fried_feast @brownout_candle_evening|Reflux after fried feast during brownout candle evening,Reflux after fried feast (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b6_brownout_candle_evening_gas_beans_garlicky,b6 gas beans garlicky brownout candle evening|brownout candle evening gas beans garlic meal|gas_beans_garlicky @brownout_candle_evening|Gas beans garlic meal during brownout candle evening,Gas beans garlic meal (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",Cleveland Clinic: Health Library,https://my.clevelandclinic.org/health,1
b6_brownout_candle_evening_nausea_paint_fumes,b6 nausea paint fumes brownout candle evening|brownout candle evening nausea paint fumes|nausea_paint_fumes @brownout_candle_evening|Nausea paint fumes during brownout candle evening,Nausea paint fumes (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",MedlinePlus: Health Topics,https://medlineplus.gov/healthtopics.html,1
b6_brownout_candle_evening_cramp_ice_water_gulp,b6 cramp ice water gulp brownout candle evening|brownout candle evening cramp after ice water gulp|cramp_ice_water_gulp @brownout_candle_evening|Cramp after ice water gulp during brownout candle evening,Cramp after ice water gulp (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",WHO: Health topics,https://www.who.int/health-topics,1
b6_brownout_candle_evening_loose_buffet_day,b6 loose buffet day brownout candle evening|brownout candle evening loose stool buffet day|loose_buffet_day @brownout_candle_evening|Loose stool buffet day during brownout candle evening,Loose stool buffet day (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",Philippine Obstetrical and Gynecological Society (POGS),https://pogsinc.org/,1
b6_brownout_candle_evening_constip_travel_bus,b6 constip travel bus brownout candle evening|brownout candle evening constipation long bus|constip_travel_bus @brownout_candle_evening|Constipation long bus during brownout candle evening,Constipation long bus (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",CDC: Diseases & Conditions,https://www.cdc.gov/diseasesconditions/,1
b6_brownout_candle_evening_heartburn_tomato_stew,b6 heartburn tomato stew brownout candle evening|brownout candle evening heartburn tomato stew|heartburn_tomato_stew @brownout_candle_evening|Heartburn tomato stew during brownout candle evening,Heartburn tomato stew (brownout candle evening),gastrointestinal,Sip water or ORS slowly; avoid greasy heavy meals briefly.,During brownout candle evening: rest upright; warm compress may ease mild cramps.,Return to bland foods when appetite comes back.,Do not use leftover prescription gut medicines without advice.,"Seek care for severe pain, persistent vomiting, blood in stool/vomit, dehydration, or high fever.",NIH: Health Information,https://www.nih.gov/health-information,1
