local_term,english_translation,category,medical_keyword,severity,body_system
pareho maluya utok halin sang gabii ako,depression,mental_health,depression,moderate,mental_health
depressed bah,depression,mental_health,depression,moderate,mental_health
pareho kasubo subong ako,depression,mental_health,depression,moderate,mental_health
kasubo bah,depression,mental_health,depression,moderate,mental_health
maluya utok ako,depression,mental_health,depression,moderate,mental_health
depressed pirmi ako,depression,mental_health,depression,moderate,mental_health
sige ko sad gid ko sige ako,depression,mental_health,depression,moderate,mental_health
complain ko kay sad gid ko sige,depression,mental_health,depression,moderate,mental_health
depressed man,depression,mental_health,depression,moderate,mental_health
may maluya utok,depression,mental_health,depression,moderate,mental_health
feel ko nga kasubo halin sang gabii gid ako,depression,mental_health,depression,moderate,mental_health
sige ko maluya utok karon man,depression,mental_health,depression,moderate,mental_health
kasubo sige ko,depression,mental_health,depression,moderate,mental_health
daw sad gid ko karon gid ako,depression,mental_health,depression,moderate,mental_health
depressed halin sang aga man,depression,mental_health,depression,moderate,mental_health
ginsad gid ko,depression,mental_health,depression,moderate,mental_health
feel ko nga kasubo subong ko,depression,mental_health,depression,moderate,mental_health
complain ko kay ginakasubo halin sang gabii ko,depression,mental_health,depression,moderate,mental_health
sad gid ko bah,depression,mental_health,depression,moderate,mental_health
complain ko kay sad gid ko kagapon man,depression,mental_health,depression,moderate,mental_health
sad gid ko po,depression,mental_health,depression,moderate,mental_health
daw ginakasubo kagapon na gid,depression,mental_health,depression,moderate,mental_health
pareho ginakasubo halin sang gabii ko,depression,mental_health,depression,moderate,mental_health
maluya utok subong,depression,mental_health,depression,moderate,mental_health
ginakasubo gid ko,depression,mental_health,depression,moderate,mental_health
kasubo man,depression,mental_health,depression,moderate,mental_health
pareho ginakasubo subong ko,depression,mental_health,depression,moderate,mental_health
amuni maluya utok halin sang gabii gid,depression,mental_health,depression,moderate,mental_health
depressed ko,depression,mental_health,depression,moderate,mental_health
kasubo ko,depression,mental_health,depression,moderate,mental_health
sad gid ko man,depression,mental_health,depression,moderate,mental_health
maluya utok ko,depression,mental_health,depression,moderate,mental_health
ginakasubo ko,depression,mental_health,depression,moderate,mental_health
feel ko nga ginakasubo halin sang gabii ko,depression,mental_health,depression,moderate,mental_health
Ginakasubuhon gid ko,depression,mental_health,depression,moderate,mental_health
nagmaluya utok,depression,mental_health,depression,moderate,mental_health
may sad gid ko,depression,mental_health,depression,moderate,mental_health
sad gid ko halin sang gabii ako,depression,mental_health,depression,moderate,mental_health
daw depressed halin sang aga bah,depression,mental_health,depression,moderate,mental_health
sad gid ko talaga,depression,mental_health,depression,moderate,mental_health
depressed talaga,depression,mental_health,depression,moderate,mental_health
pareho sad gid ko halin sang gabii na gid,depression,mental_health,depression,moderate,mental_health
amuni maluya utok pirmi gid ako,depression,mental_health,depression,moderate,mental_health
kasubo talaga,depression,mental_health,depression,moderate,mental_health
complain ko kay depressed kagapon ko,depression,mental_health,depression,moderate,mental_health
depressed gid,depression,mental_health,depression,moderate,mental_health
ginakasubuhon,depression,mental_health,depression,moderate,mental_health
kasubo na gid,depression,mental_health,depression,moderate,mental_health
ginakasubo gid,depression,mental_health,depression,moderate,mental_health
ginGinakasubo gid ko,depression,mental_health,depression,moderate,mental_health
amuni sad gid ko kagapon man,depression,mental_health,depression,moderate,mental_health
complain ko kay depressed karon na gid,depression,mental_health,depression,moderate,mental_health
complain ko kay ginakasubo since kagapon subong,depression,mental_health,depression,moderate,mental_health
sad gid ko,depression,mental_health,depression,moderate,mental_health
"doc, kasubo kagapon na gid",depression,mental_health,depression,moderate,mental_health
feel ko nga sad gid ko karon gid ko,depression,mental_health,depression,moderate,mental_health
basin depressed since kagapon bah,depression,mental_health,depression,moderate,mental_health
"doc, ginakasubo since kagapon ko",depression,mental_health,depression,moderate,mental_health
may kasubo,depression,mental_health,depression,moderate,mental_health
may ara ko nga maluya utok kagapon gid ko,depression,mental_health,depression,moderate,mental_health
basin sad gid ko halin sang gabii gid,depression,mental_health,depression,moderate,mental_health
"doc, sad gid ko pirmi ako",depression,mental_health,depression,moderate,mental_health
sige ko maluya utok since kagapon man,depression,mental_health,depression,moderate,mental_health
sige ko ginakasubo pirmi gid ko,depression,mental_health,depression,moderate,mental_health
maluya utok,depression,mental_health,depression,moderate,mental_health
"doc, depressed halin sang aga man",depression,mental_health,depression,moderate,mental_health
ginakasubo na gid,depression,mental_health,depression,moderate,mental_health
depressed na gid,depression,mental_health,depression,moderate,mental_health
pareho ginakasubo halin sang gabii na gid,depression,mental_health,depression,moderate,mental_health
sad gid ko gid,depression,mental_health,depression,moderate,mental_health
sad gid ko ko,depression,mental_health,depression,moderate,mental_health
may ara ko nga depressed subong gid ako,depression,mental_health,depression,moderate,mental_health
amuni depressed subong man,depression,mental_health,depression,moderate,mental_health
kasubuhon,depression,mental_health,depression,moderate,mental_health
kasubo subong,depression,mental_health,depression,moderate,mental_health
maluya utok po,depression,mental_health,depression,moderate,mental_health
sige ko depressed pirmi man,depression,mental_health,depression,moderate,mental_health
maluya utok man,depression,mental_health,depression,moderate,mental_health
sad gid ko ako,depression,mental_health,depression,moderate,mental_health
pareho depressed halin sang gabii ako,depression,mental_health,depression,moderate,mental_health
maluya utok gid ko,depression,mental_health,depression,moderate,mental_health
feel ko nga ginabuntis karon,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni may bata sa tiyan sige ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
Buntis ako kag maskit tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga ginahilo buntis halin sang gabii bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga buntis sige subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis talaga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga buntis halin sang aga gid ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, may bata sa tiyan halin sang aga na gid",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, masakit tiyan buntis subong gid",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga ginabuntis since kagapon gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, masakit tiyan buntis pirmi ako",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga morning sickness buntis kagapon na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis since kagapon ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni ginahilo buntis pirmi ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis po,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
pareho may bata sa tiyan kagapon man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tian buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis po,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, masakit tiyan buntis sige ako",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, buntis karon gid",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni buntis subong bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, buntis sige ko",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masaket tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
basin ginahilo buntis halin sang aga gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw ginahilo buntis subong bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw buntis karon subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
nagmasakit tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni may bata sa tiyan sige man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, buntis halin sang gabii man",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni morning sickness buntis halin sang gabii man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, masakit tiyan buntis kagapon bah",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
nagBuntis ako kag masakit tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginmasakit tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
complain ko kay ginahilo buntis since kagapon subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
maskit tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
Buntis ako kag masakti tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis talaga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
Buntis ako kag masakit tian ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, masakit tiyan buntis since kagapon gid ko",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, morning sickness buntis pirmi na gid",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilu buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw ginahilo buntis karon man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, ginabuntis halin sang aga ko",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
pareho morning sickness buntis pirmi gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga morning sickness buntis halin sang aga ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
basin morning sickness buntis halin sang aga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
complain ko kay may bata sa tiyan kagapon ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga ginabuntis subong subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, ginabuntis pirmi gid",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
complain ko kay masakit tiyan buntis pirmi gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, may bata sa tiyan halin sang aga bah",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw may bata sa tiyan kagapon,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may morning sickness buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis po,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may Buntis ako kag masakit tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis subong gid ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginmorning sickness buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, may bata sa tiyan subong gid",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
Buntis ako kag masakit tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga ginabuntis pirmi gid ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, may bata sa tiyan halin sang aga ako",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni morning sickness buntis subong ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis pirmi gid ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tian,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
complain ko kay ginabuntis sige bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, buntis kagapon gid ko",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga buntis karon gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga morning sickness buntis subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doc, may bata sa tiyan kagapon bah",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
complain ko kay ginahilo buntis sige gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
basin morning sickness buntis karon gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may masakit tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakti tiyan buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw ginabuntis halin sang gabii,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
Buntis ako kag masaket tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan talaga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis talaga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw ginabuntis sige subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, buntis pirmi subong",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, masakit tiyan buntis karon",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, morning sickness buntis halin sang aga ako",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, buntis pirmi ako",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, masakit tiyan buntis halin sang aga bah",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni ginabuntis subong gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga ginahilo buntis halin sang gabii gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
amuni morning sickness buntis halin sang aga man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis talaga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
sige ko ginahilo buntis kagapon,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, masakit tiyan buntis subong ako",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
sige ko masakit tiyan buntis halin sang aga bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis subong na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis man,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan po,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
feel ko nga ginahilo buntis since kagapon gid ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis po,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
daw may bata sa tiyan halin sang gabii bah,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis talaga,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga ginabuntis karon gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginBuntis ako kag masakit tiyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginabuntis gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
masakit tiyan buntis po,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tiyan na gid,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis subong,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
nagmorning sickness buntis,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
morning sickness buntis ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"dok, may bata sa tiyan since kagapon man",pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
buntis ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may ara ko nga masakit tiyan buntis subong gid ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
ginahilo buntis ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
may bata sa tyan,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
basin ginahilo buntis subong ako,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
Buntis ako kag masakit tyan ko,pregnancy complaint,pregnancy,pregnancy symptom,moderate,reproductive
"doktor, init lawas sang bata halin sang gabii ko",child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata halin sang aga man,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata man,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata na gid,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata talaga,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata po,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata,child fever,pediatric,pediatric fever,moderate,general
"doktor, ginahilanat ang bata sige ako",child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata talaga,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata subong,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata gid ko,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata bah,child fever,pediatric,pediatric fever,moderate,general
basin ginahilanat ang bata pirmi gid ko,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak man,child fever,pediatric,pediatric fever,moderate,general
"dok, ginahilanat ang bata karon subong",child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata talaga,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata subong,child fever,pediatric,pediatric fever,moderate,general
sige ko ginahilanat ang bata kagapon,child fever,pediatric,pediatric fever,moderate,general
complain ko kay init lawas sang bata since kagapon,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata karon,child fever,pediatric,pediatric fever,moderate,general
daw ginafever ang anak halin sang aga subong,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak talaga,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata na gid,child fever,pediatric,pediatric fever,moderate,general
may ara ko nga ginahilanat ang bata halin sang gabii subong,child fever,pediatric,pediatric fever,moderate,general
"dok, hilanat sang bata subong ako",child fever,pediatric,pediatric fever,moderate,general
sige ko hilanat sang bata halin sang aga na gid,child fever,pediatric,pediatric fever,moderate,general
daw ginafever ang anak halin sang aga,child fever,pediatric,pediatric fever,moderate,general
may lagnat ang bata,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata po,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata subong,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak kagapon gid ko,child fever,pediatric,pediatric fever,moderate,general
basin may hilanat ang bata subong subong,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata po,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata gid ko,child fever,pediatric,pediatric fever,moderate,general
ginalagnat ang bata,child fever,pediatric,pediatric fever,moderate,general
complain ko kay ginafever ang anak karon man,child fever,pediatric,pediatric fever,moderate,general
sige ko ginahilanat ang bata since kagapon gid ko,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak ako,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata bah,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata ako,child fever,pediatric,pediatric fever,moderate,general
"dok, ginahilanat ang bata since kagapon bah",child fever,pediatric,pediatric fever,moderate,general
basin hilanat sang bata pirmi bah,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak gid,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata na gid,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak bah,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata man,child fever,pediatric,pediatric fever,moderate,general
pareho init lawas sang bata karon gid ko,child fever,pediatric,pediatric fever,moderate,general
complain ko kay hilanat sang bata subong gid ko,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata,child fever,pediatric,pediatric fever,moderate,general
ginhilanat sang bata,child fever,pediatric,pediatric fever,moderate,general
basin may hilanat ang bata since kagapon subong,child fever,pediatric,pediatric fever,moderate,general
feel ko nga hilanat sang bata sige gid ko,child fever,pediatric,pediatric fever,moderate,general
"dok, ginafever ang anak sige gid ako",child fever,pediatric,pediatric fever,moderate,general
may May hilanat ang bata ko,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata po,child fever,pediatric,pediatric fever,moderate,general
sige ko ginafever ang anak karon gid ko,child fever,pediatric,pediatric fever,moderate,general
"dok, init lawas sang bata since kagapon subong",child fever,pediatric,pediatric fever,moderate,general
amuni ginafever ang anak sige ko,child fever,pediatric,pediatric fever,moderate,general
feel ko nga may hilanat ang bata pirmi bah,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata ko,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata man,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata gid ko,child fever,pediatric,pediatric fever,moderate,general
daw ginahilanat ang bata halin sang gabii ko,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata ako,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak na gid,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata gid ko,child fever,pediatric,pediatric fever,moderate,general
"dok, may hilanat ang bata halin sang gabii ko",child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata ako,child fever,pediatric,pediatric fever,moderate,general
feel ko nga ginafever ang anak halin sang gabii bah,child fever,pediatric,pediatric fever,moderate,general
"doktor, may hilanat ang bata pirmi gid",child fever,pediatric,pediatric fever,moderate,general
may init lawas sang bata,child fever,pediatric,pediatric fever,moderate,general
May lagnat ang bata ko,child fever,pediatric,pediatric fever,moderate,general
pareho init lawas sang bata sige bah,child fever,pediatric,pediatric fever,moderate,general
May hilanat ang bata ko,child fever,pediatric,pediatric fever,moderate,general
"doc, hilanat sang bata halin sang gabii subong",child fever,pediatric,pediatric fever,moderate,general
gininit lawas sang bata,child fever,pediatric,pediatric fever,moderate,general
"doc, hilanat sang bata halin sang aga",child fever,pediatric,pediatric fever,moderate,general
basin ginafever ang anak pirmi,child fever,pediatric,pediatric fever,moderate,general
amuni ginafever ang anak sige gid,child fever,pediatric,pediatric fever,moderate,general
daw may hilanat ang bata karon bah,child fever,pediatric,pediatric fever,moderate,general
"doktor, ginafever ang anak sige gid ako",child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata since kagapon subong,child fever,pediatric,pediatric fever,moderate,general
"doc, may hilanat ang bata halin sang aga",child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata ko,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata,child fever,pediatric,pediatric fever,moderate,general
sige ko ginahilanat ang bata subong gid,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak subong,child fever,pediatric,pediatric fever,moderate,general
may hilanat ang bata kagapon gid,child fever,pediatric,pediatric fever,moderate,general
amuni hilanat sang bata halin sang gabii ko,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak gid ko,child fever,pediatric,pediatric fever,moderate,general
ginahilanat ang bata na gid,child fever,pediatric,pediatric fever,moderate,general
naghilanat sang bata,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata gid,child fever,pediatric,pediatric fever,moderate,general
hilanat sang bata gid,child fever,pediatric,pediatric fever,moderate,general
may ara ko nga ginafever ang anak subong gid,child fever,pediatric,pediatric fever,moderate,general
daw hilanat sang bata kagapon ako,child fever,pediatric,pediatric fever,moderate,general
init lawas sang bata talaga,child fever,pediatric,pediatric fever,moderate,general
amuni hilanat sang bata halin sang gabii man,child fever,pediatric,pediatric fever,moderate,general
ginafever ang anak po,child fever,pediatric,pediatric fever,moderate,general
